Ano;Região;UF;Estado;Organização Acadêmica PNP;Instituicao;Instituição (Nome);nomeUnidadeRecente;Eficiência Acadêmica | Concluídos;Eficiência Acadêmica | Concluídos %;Eficiência Acadêmica | Índice de Eficiência Acadêmica %;Eficiência Acadêmica | Número de Evadidos;Eficiência Acadêmica | Retidos;Eficiência Acadêmica | Retidos %;Eficiência Acadêmica | Taxa de Evasão %
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus Brasília;782;30,32;36,07;1386;411;15,94;53,74
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus Ceilândia;275;33,78;34,85;514;25;3,07;63,14
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus Estrutural;186;23,37;25,27;550;60;7,54;69,1
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus Gama;557;35,61;36,67;962;45;2,88;61,51
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus Planaltina;142;21,91;22,76;482;24;3,7;74,38
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus Recanto Das Emas;202;49,51;49,51;206;;;50,49
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus Riacho Fundo;207;39,28;47,15;232;88;16,7;44,02
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus Samambaia;389;36,36;38,59;619;62;5,79;57,85
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus São Sebastião;268;27,4;28,48;673;37;3,78;68,81
2024;Centro-Oeste;DF;Distrito Federal;Instituto Federal;IFB;Instituto Federal de Brasília;Campus Taguatinga;256;30,22;34,64;483;108;12,75;57,02
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Campos Belos;192;68,33;77,42;56;33;11,74;19,93
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Catalão;64;43,84;46,04;75;7;4,79;51,37
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Ceres;236;38,88;49,79;238;133;21,91;39,21
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Cristalina;98;44,95;73,13;36;84;38,53;16,51
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Hidrolândia;83;48,54;54,25;70;18;10,53;40,94
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Ipameri;590;95,62;96,09;24;3;0,49;3,89
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Iporá;202;40,4;56,27;157;141;28,2;31,4
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Morrinhos;29;6,12;10,98;235;210;44,3;49,58
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Posse;79;26,6;35,11;146;72;24,24;49,16
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Rio Verde;335;35,45;45,7;398;212;22,43;42,12
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Trindade;104;35,74;46,64;119;68;23,37;40,89
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IF GOIANO;Instituto Federal Goiano;Campus Urutaí;196;26,06;31,41;428;128;17,02;56,91
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Águas Lindas de Goiás;181;53,39;55,02;148;10;2,95;43,66
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Anápolis;149;32,04;35,99;265;51;10,97;56,99
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Aparecida de Goiânia;126;46,84;58,88;88;55;20,45;32,71
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Cidade de Goiás;117;50,43;53,92;100;15;6,47;43,1
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Formosa;154;34,53;38,69;244;48;10,76;54,71
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia;574;34,68;40,03;860;221;13,35;51,96
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Goiânia Oeste;272;57,38;65,86;141;61;12,87;29,75
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Inhumas;130;31,94;48,87;136;141;34,64;33,42
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Itumbiara;84;26,5;30,43;192;41;12,93;60,57
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Jataí;320;41,5;44,02;407;44;5,71;52,79
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Luziânia;424;56,61;70,08;181;144;19,23;24,17
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Senador Canedo;373;56,43;58,46;265;23;3,48;40,09
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Uruaçu;103;24,41;41,04;148;171;40,52;35,07
2024;Centro-Oeste;GO;Goiás;Instituto Federal;IFG;Instituto Federal de Goiás;Campus Valparaíso de Goiás;67;25,48;33,17;135;61;23,19;51,33
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;1691;21,86;22,04;5981;65;0,84;77,3
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;2096;24,22;25,29;6193;365;4,22;71,56
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Corumbá;933;19,67;19,91;3752;59;1,24;79,09
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Coxim;1149;25,64;26,94;3116;217;4,84;69,52
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Dourados;764;26,3;26,43;2127;14;0,48;73,22
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Jardim;427;22,57;23,5;1390;75;3,96;73,47
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Naviraí;945;25,09;25,17;2809;13;0,35;74,57
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Nova Andradina;517;23,46;23,82;1653;34;1,54;75
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Ponta Porã;2899;27,42;27,65;7587;85;0,8;71,77
2024;Centro-Oeste;MS;Mato Grosso do Sul;Instituto Federal;IFMS;Instituto Federal do Mato Grosso do Sul;Campus Três Lagoas;609;26,31;26,95;1651;55;2,38;71,32
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Alta Floresta;201;47,41;56,94;152;71;16,75;35,85
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Avançado Lucas do Rio Verde;45;42,86;51,14;43;17;16,19;40,95
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Barra do Garças;22;73,33;73,33;8;;;26,67
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Cáceres;150;48,39;50,51;147;13;4,19;47,42
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Campo Novo do Parecis;139;36,01;44,69;172;75;19,43;44,56
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Confresa;167;41,44;43,83;214;22;5,46;53,1
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Cuiabá;352;32,59;46,81;400;328;30,37;37,04
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Cuiabá Bela Vista;179;35,31;42,22;245;83;16,37;48,32
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Diamantino;47;42,34;47;53;11;9,91;47,75
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Guarantã do Norte;52;34,21;38,24;84;16;10,53;55,26
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Juína;86;24,29;28,76;213;55;15,54;60,17
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Pontes e Lacerda;179;42,02;42,82;239;8;1,88;56,1
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Primavera do Leste;177;39,6;46,95;200;70;15,66;44,74
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Rondonópolis;214;49,31;60,45;140;80;18,43;32,26
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus São Vicente;170;37,69;45,58;203;78;17,29;45,01
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Sinop;263;69,39;69,95;113;3;0,79;29,82
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Sorriso;134;41,23;48,73;141;50;15,38;43,38
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Tangará da Serra;100;64,1;64,94;54;2;1,28;34,62
2024;Centro-Oeste;MT;Mato Grosso;Instituto Federal;IFMT;Instituto Federal do Mato Grosso;Campus Várzea Grande;152;60,56;63,07;89;10;3,98;35,46
2024;Nordeste;AL;Alagoas;Escola Técnica Vinculada;UFAL - ETA;Universidade Federal de Alagoas;Escola Técnica de Artes;41;46,59;48,24;44;3;3,41;50
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Arapiraca;756;73,18;75,68;243;34;3,29;23,52
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Avançado Maceió Benedito Bentes;60;57,69;67,42;29;15;14,42;27,88
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Batalha;197;85,65;85,65;33;;;14,35
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Coruripe;97;69,78;72,39;37;5;3,6;26,62
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Maceió;543;39,93;49,77;548;269;19,78;40,29
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Maragogi;319;63,8;64,44;176;5;1;35,2
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Marechal Deodoro;215;42,32;45,26;260;33;6,5;51,18
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Murici;198;38,45;42,4;269;48;9,32;52,23
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Palmeira dos Índios;465;57,84;67,69;222;117;14,55;27,61
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Penedo;152;54,68;58,91;106;20;7,19;38,13
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Piranhas;211;42,28;47,74;231;57;11,42;46,29
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Rio Largo;19;20,43;20,43;74;;;79,57
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Santana do Ipanema;315;65,35;68,63;144;23;4,77;29,88
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus São Miguel dos Campos;75;61,48;61,98;46;1;0,82;37,7
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Satuba;232;54,98;56,72;177;13;3,08;41,94
2024;Nordeste;AL;Alagoas;Instituto Federal;IFAL;Instituto Federal de Alagoas;Campus Viçosa;234;74,29;75,73;75;6;1,9;23,81
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Alagoinhas;273;46,19;46,19;318;;;53,81
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Bom Jesus da Lapa;68;48,57;51,91;63;9;6,43;45
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Catu;257;62,38;64,41;142;13;3,16;34,47
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Governador Mangabeira;204;39,61;39,84;308;3;0,58;59,81
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Guanambi;179;28,78;35,73;322;121;19,45;51,77
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Itaberaba;11;19,64;20,37;43;2;3,57;76,79
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Itapetinga;43;36,13;37,72;71;5;4,2;59,66
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Santa Inês;70;26,32;29,91;164;32;12,03;61,65
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Senhor do Bonfim;293;42,16;45,01;358;44;6,33;51,51
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Serrinha;89;37,71;43,63;115;32;13,56;48,73
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Teixeira de Freitas;69;14,56;23;231;174;36,71;48,73
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Uruçuca;31;9,9;29,81;73;209;66,77;23,32
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Valença;219;57,63;59,51;149;12;3,16;39,21
2024;Nordeste;BA;Bahia;Instituto Federal;IF BAIANO;Instituto Federal Baiano;Campus Xique-Xique;153;47,37;47,96;166;4;1,24;51,39
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Avançado Ubaitaba;235;58,17;59,49;160;9;2,23;39,6
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Barreiras;183;40,13;50,55;179;94;20,61;39,25
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Brumado;135;37,09;39,24;209;20;5,49;57,42
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Camaçari;169;52,16;54,87;139;16;4,94;42,9
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Euclides da Cunha;87;36,25;38,33;140;13;5,42;58,33
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Eunápolis;107;25,06;31,85;229;91;21,31;53,63
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Feira de Santana;22;9,05;21,57;80;141;58,02;32,92
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Ilhéus;492;61,58;66,58;247;60;7,51;30,91
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Irecê;87;49,15;49,43;89;1;0,56;50,28
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Jacobina;358;51,96;56,2;279;52;7,55;40,49
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Jequié;205;36,03;42,09;282;82;14,41;49,56
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Juazeiro;95;30,16;35,45;173;47;14,92;54,92
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Lauro de Freitas;1;1,39;1,56;63;8;11,11;87,5
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Paulo Afonso;58;23,48;26,73;159;30;12,15;64,37
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Porto Seguro;5;1,63;3,65;132;170;55,37;43
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Salvador;404;17,43;31,99;859;1055;45,51;37,06
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Santo Amaro;39;21,08;29,32;94;52;28,11;50,81
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Santo Antônio de Jesus;340;53,38;57,43;252;45;7,06;39,56
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Seabra;141;76,22;79,66;36;8;4,32;19,46
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Simões Filho;102;35,66;40,64;149;35;12,24;52,1
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Valença Tento;;;;10;10;50;50
2024;Nordeste;BA;Bahia;Instituto Federal;IFBA;Instituto Federal da Bahia;Campus Vitória da Conquista;197;30,88;42,18;270;171;26,8;42,32
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Acaraú;177;29,5;35,33;324;99;16,5;54
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Acopiara;290;61,97;63,04;170;8;1,71;36,32
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Aracati;105;29,75;35,96;187;61;17,28;52,97
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Avançado Guaramiranga;126;35,9;39,13;196;29;8,26;55,84
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Avançado Jaguaruana;215;23,34;24,57;660;46;4,99;71,66
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Avançado Mombaça;239;58,58;58,58;169;;;41,42
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Baturité;154;42,66;46,25;179;28;7,76;49,58
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Boa Viagem;287;55,19;56,94;217;16;3,08;41,73
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Camocim;25;11,74;20,33;98;90;42,25;46,01
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Canindé;110;25,11;28,95;270;58;13,24;61,64
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Caucaia;190;50,67;54,6;158;27;7,2;42,13
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Cedro;197;32,45;38,63;313;97;15,98;51,57
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Crateús;104;31,61;42,62;140;85;25,84;42,55
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Crato;90;28,66;33,71;177;47;14,97;56,37
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Fortaleza;1141;34,77;40,49;1677;464;14,14;51,1
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Horizonte;130;33,33;35,52;236;24;6,15;60,51
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Iguatu;258;39,33;42,64;347;51;7,77;52,9
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Itapipoca;67;22,26;26,59;185;49;16,28;61,46
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Jaguaribe;234;47,18;50,43;230;32;6,45;46,37
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Juazeiro do Norte;136;24,91;34,52;258;152;27,84;47,25
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Limoeiro do Norte;158;31,16;37;269;80;15,78;53,06
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Maracanaú;38;8,68;12,22;273;127;29;62,33
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Maranguape;164;46,46;55,59;131;58;16,43;37,11
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Morada Nova;239;39,7;40,72;348;15;2,49;57,81
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Paracuru;594;46,52;49,75;600;83;6,5;46,99
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Pecém;329;34,63;35,96;586;35;3,68;61,68
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Quixadá;126;21,43;25,98;359;103;17,52;61,05
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Sobral;130;15,8;18,9;558;135;16,4;67,8
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Tabuleiro do Norte;662;71,26;72,59;250;17;1,83;26,91
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Tauá;100;38,31;42,02;138;23;8,81;52,87
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Tianguá;190;39,09;44,29;239;57;11,73;49,18
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Ubajara;136;30,56;38,75;215;94;21,12;48,31
2024;Nordeste;CE;Ceará;Instituto Federal;IFCE;Instituto Federal do Ceará;Campus Umirim;278;43,71;45,2;337;21;3,3;52,99
2024;Nordeste;MA;Maranhão;Escola Técnica Vinculada;UFMA - COLUN;Universidade Federal do Maranhão;Colégio Universitário da UFMA;46;70,77;92;4;15;23,08;6,15
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Açailândia;104;29,3;33,02;211;40;11,27;59,44
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Alcântara;42;31,58;47,73;46;45;33,83;34,59
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Araioses;21;21,88;23,86;67;8;8,33;69,79
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Avançado Porto Franco;105;72,92;72,92;39;;;27,08
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Avançado Rosário;81;40,3;65,32;43;77;38,31;21,39
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Bacabal;88;31,88;48,09;95;93;33,7;34,42
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Barra do Corda;153;52,58;59,53;104;34;11,68;35,74
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Barreirinhas;124;51,88;63,92;70;45;18,83;29,29
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Buriticupu;32;21,33;39,02;50;68;45,33;33,33
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Carolina;76;41,08;41,08;109;;;58,92
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Caxias;219;43,2;53,55;190;98;19,33;37,48
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Codó;141;33,65;47;159;119;28,4;37,95
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Coelho Neto;93;49,21;79,49;24;72;38,1;12,7
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Grajaú;127;54,27;87,59;18;89;38,03;7,69
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Imperatriz;200;41,41;41,67;280;3;0,62;57,97
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Itapecuru Mirim;78;65;75,73;25;17;14,17;20,83
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Pedreiras;205;56,47;68,56;94;64;17,63;25,9
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Pinheiro;18;45;47,37;20;2;5;50
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Presidente Dutra;47;58,02;58,02;34;;;41,98
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus Santa Inês;167;28,79;45,75;198;215;37,07;34,14
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus São João dos Patos;96;39,02;46,6;110;40;16,26;44,72
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus São José de Ribamar;152;72,38;80;38;20;9,52;18,1
2024;Nordeste;MA;Maranhão;Instituto Federal;IFMA;Instituto Federal do Maranhão;Campus São Luís Centro Histórico;161;56,69;70,93;66;57;20,07;23,24
